state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,consecutive_number,body_type_name,number_of_fatalities
Georgia,Rural,18,Clear,131320,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Washington,Rural,22,Clear,530270,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,13,Clear,120969,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),4
West Virginia,Urban,0,Clear,540123,Motorcycle,1
North Dakota,Rural,15,Clear,380040,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
California,Rural,8,Clear,61009,Motorcycle,1
Georgia,Urban,22,Clear,130476,Motorcycle,1
Washington,Urban,12,Clear,530292,Motorcycle,1
Tennessee,Urban,1,Unknown,470592,4-Door Sedan/Hardtop,1
Oklahoma,Urban,2,Other,400059,Other Van Type (Hi-Cube Van),1
West Virginia,Rural,1,"Sleet, Hail",540243,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Nebraska,Rural,17,"Sleet, Hail",310185,Standard Pickup,1
Arkansas,Rural,11,Unknown,50168,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
Washington,Rural,21,"Fog, Smog, Smoke",530203,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Tennessee,Urban,2,"Fog, Smog, Smoke",470370,Standard Pickup,1
Colorado,Rural,9,Not Reported,80310,Motorcycle,1
Colorado,Rural,16,Not Reported,80249,4-Door Sedan/Hardtop,2
Colorado,Rural,8,Not Reported,80547,4-Door Sedan/Hardtop,1
Colorado,Rural,16,Not Reported,80368,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Colorado,Rural,15,Not Reported,80193,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Virginia,Rural,2,Not Reported,510324,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Virginia,Rural,19,Not Reported,510617,4-Door Sedan/Hardtop,1
Colorado,Rural,16,Not Reported,80206,Standard Pickup,1
Colorado,Rural,8,Not Reported,80338,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Virginia,Rural,14,Not Reported,510394,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Virginia,Rural,6,Not Reported,510637,4-Door Sedan/Hardtop,1
Virginia,Rural,6,Not Reported,510637,4-Door Sedan/Hardtop,1
Colorado,Rural,6,Not Reported,80303,4-Door Sedan/Hardtop,2
Colorado,Rural,11,Not Reported,80291,4-Door Sedan/Hardtop,1
Kansas,Rural,21,Not Reported,200116,Large Van – Includes Van-Based Buses,1
Colorado,Urban,17,Not Reported,80322,4-Door Sedan/Hardtop,1
Colorado,Urban,12,Not Reported,80183,3-Door/2-Door Hatchback,1
Colorado,Urban,12,Not Reported,80183,Motorcycle,1
Virginia,Urban,23,Not Reported,510389,Motorcycle,1
Virginia,Urban,23,Not Reported,510389,Motorcycle,1
Colorado,Urban,21,Not Reported,80389,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
Virginia,Urban,12,Not Reported,510458,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Colorado,Rural,19,Not Reported,80242,Station Wagon (Excluding Van and Truck-Based),1
Virginia,Rural,17,Not Reported,510317,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kansas,Urban,19,Not Reported,200059,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Colorado,Urban,23,Not Reported,80390,4-Door Sedan/Hardtop,1
Virginia,Urban,5,Not Reported,510036,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Colorado,Urban,21,Not Reported,80216,Motorcycle,1
Virginia,Rural,8,Not Reported,510397,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Virginia,Rural,8,Not Reported,510397,Standard Pickup,1
Colorado,Rural,19,Not Reported,80207,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Colorado,Rural,3,Not Reported,80069,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Colorado,Urban,20,Not Reported,80265,Motorcycle,1
Colorado,Urban,12,Not Reported,80202,Motorcycle,1
New Hampshire,Rural,18,Clear,330054,Standard Pickup,1
Texas,Rural,22,Cloudy,482843,Standard Pickup,1
Arizona,Rural,11,Cloudy,40529,Standard Pickup,1
Montana,Rural,13,Cloudy,300087,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Wisconsin,Rural,6,Cloudy,550503,Standard Pickup,1
Alabama,Urban,23,Cloudy,10558,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Urban,5,Cloudy,482722,4-Door Sedan/Hardtop,1
Florida,Rural,18,Cloudy,120369,4-Door Sedan/Hardtop,1
North Carolina,Urban,22,Cloudy,371270,4-Door Sedan/Hardtop,1
Arizona,Rural,23,Cloudy,40175,4-Door Sedan/Hardtop,1
Texas,Rural,9,Cloudy,481936,4-Door Sedan/Hardtop,1
Florida,Rural,6,Cloudy,121298,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,16,Cloudy,122396,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New York,Rural,6,Cloudy,360115,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
Utah,Rural,19,Cloudy,490101,4-Door Sedan/Hardtop,1
California,Rural,6,Cloudy,61941,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Utah,Rural,11,Cloudy,490116,Utility Station Wagon,1
Texas,Rural,14,Cloudy,482463,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Montana,Rural,15,Cloudy,300101,Standard Pickup,1
Idaho,Rural,2,Cloudy,160203,4-Door Sedan/Hardtop,1
Texas,Rural,13,Cloudy,481437,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Rural,12,Cloudy,480773,4-Door Sedan/Hardtop,1
West Virginia,Rural,6,Cloudy,540134,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
New Hampshire,Rural,19,Cloudy,330001,Station Wagon (Excluding Van and Truck-Based),1
Montana,Rural,1,Cloudy,300030,Station Wagon (Excluding Van and Truck-Based),1
Mississippi,Rural,22,Cloudy,280101,4-Door Sedan/Hardtop,1
Idaho,Rural,5,Cloudy,160190,Standard Pickup,1
Arizona,Rural,22,Cloudy,40383,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
Wyoming,Rural,10,Clear,560048,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
West Virginia,Rural,9,Clear,540155,Standard Pickup,1
New Mexico,Rural,8,Clear,350222,4-Door Sedan/Hardtop,1
Arizona,Rural,13,Clear,40377,4-Door Sedan/Hardtop,2
Mississippi,Rural,18,Clear,280325,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Washington,Rural,15,Clear,530310,4-Door Sedan/Hardtop,1
Washington,Rural,15,Clear,530310,Standard Pickup,1
Washington,Rural,17,Clear,530274,Motorcycle,1
Indiana,Rural,17,Clear,180312,Standard Pickup,2
Mississippi,Rural,13,Clear,280597,Utility Station Wagon,2
Texas,Rural,16,Clear,483334,4-Door Sedan/Hardtop,2
California,Rural,10,Clear,60480,3-Door/2-Door Hatchback,1
Nevada,Rural,18,Clear,320155,2-Door Sedan/Hardtop/Coupe,1
Arkansas,Rural,19,Clear,50230,Standard Pickup,1
California,Rural,13,Clear,63482,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Kentucky,Urban,0,Clear,210407,Motorcycle,1
California,Urban,17,Clear,61974,Motorcycle,1
California,Urban,17,Clear,61974,4-Door Sedan/Hardtop,1
Georgia,Rural,18,Clear,130541,Motorcycle,1
New Mexico,Rural,3,Clear,350214,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Carolina,Rural,10,Clear,370475,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Dakota,Rural,9,Clear,380048,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
Georgia,Urban,3,Clear,130247,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kansas,Rural,99,Clear,200228,"Other Vehicle Type (Includes Go-Cart, Fork-Lift, City Street Sweeper,
Dune/Swamp Buggy, Golf Cart)",1
Montana,Rural,0,Clear,300028,Large Van – Includes Van-Based Buses,1
New Mexico,Rural,22,Clear,350187,4-Door Sedan/Hardtop,1
Washington,Rural,13,Clear,530238,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
West Virginia,Rural,14,Clear,540058,Standard Pickup,1
Alabama,Rural,8,Clear,10335,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Iowa,Rural,7,Clear,190303,4-Door Sedan/Hardtop,1
Georgia,Rural,15,Clear,131357,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
California,Rural,7,Clear,60883,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Dakota,Rural,18,Clear,460019,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Rural,9,Clear,481666,Standard Pickup,1
South Dakota,Rural,7,Clear,460090,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Utah,Rural,17,Clear,490254,2-Door Sedan/Hardtop/Coupe,1
North Carolina,Rural,14,Clear,370812,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Iowa,Rural,13,Clear,190302,4-Door Sedan/Hardtop,1
New Mexico,Rural,12,Clear,350064,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Mexico,Rural,20,Clear,350172,Station Wagon (Excluding Van and Truck-Based),1
North Carolina,Rural,1,Clear,370839,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
South Dakota,Rural,14,Clear,460056,"Convertible (Excludes Sunroof, T-Bar)",2
Texas,Rural,11,Clear,482347,Standard Pickup,2
Idaho,Rural,13,Clear,160079,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Oregon,Rural,5,Clear,410063,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Michigan,Rural,10,Clear,260874,Standard Pickup,1
Texas,Rural,14,Clear,482091,4-Door Sedan/Hardtop,1
West Virginia,Rural,16,Clear,540091,Standard Pickup,2
Montana,Rural,21,Clear,300100,3-Door/2-Door Hatchback,1
California,Rural,11,Clear,60815,Station Wagon (Excluding Van and Truck-Based),1
California,Rural,8,Clear,60852,Standard Pickup,1
Alabama,Rural,17,Clear,10930,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Nebraska,Rural,11,Clear,310022,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Idaho,Rural,15,Clear,160143,Minivan,1
New Mexico,Rural,7,Clear,350278,Standard Pickup,1
Nevada,Rural,11,Clear,320131,Standard Pickup,1
Georgia,Rural,17,Clear,130361,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
Texas,Rural,4,Clear,481185,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
South Carolina,Rural,5,Clear,450731,2-Door Sedan/Hardtop/Coupe,1
South Carolina,Rural,5,Clear,450731,4-Door Sedan/Hardtop,1
South Carolina,Rural,5,Clear,450731,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Rural,4,Clear,170173,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Vermont,Rural,6,Clear,500004,4-Door Sedan/Hardtop,1
Arizona,Rural,11,Clear,40355,Minivan,1
California,Rural,6,Clear,61873,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
Utah,Rural,18,Clear,490128,Motorcycle,1
California,Rural,15,Clear,60204,Utility Station Wagon,1
Ohio,Urban,18,Snow,390085,2-Door Sedan/Hardtop/Coupe,1
Montana,Rural,13,Snow,300035,4-Door Sedan/Hardtop,1
Michigan,Rural,17,Snow,260125,Minivan,1
Wyoming,Rural,7,Snow,560011,Standard Pickup,1
Minnesota,Rural,7,Snow,270081,Standard Pickup,1
Wyoming,Rural,12,Snow,560006,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Colorado,Rural,2,Snow,80114,Large Van – Includes Van-Based Buses,1
Minnesota,Urban,18,Snow,270349,Standard Pickup,1
New Mexico,Urban,9,Snow,350011,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Connecticut,Urban,12,Snow,90176,Transit Bus (City Bus),1
Colorado,Rural,5,Snow,80550,Standard Pickup,1
Utah,Rural,6,Snow,490032,Standard Pickup,1
Minnesota,Rural,20,Snow,270035,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Nebraska,Rural,11,Cloudy,310114,2-Door Sedan/Hardtop/Coupe,1
Utah,Rural,16,Severe Crosswinds,490052,Motorcycle,1
Missouri,Rural,15,Severe Crosswinds,290444,Motorcycle,1
Missouri,Urban,13,Cloudy,290367,Standard Pickup,1
Nevada,Urban,11,Cloudy,320200,Utility Station Wagon,1
Nevada,Urban,11,Cloudy,320200,Motorcycle,1
Wisconsin,Urban,14,Cloudy,550160,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Missouri,Urban,13,Cloudy,290421,2-Door Sedan/Hardtop/Coupe,1
Kentucky,Urban,17,Cloudy,210187,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kentucky,Urban,14,Cloudy,210079,4-Door Sedan/Hardtop,1
Georgia,Urban,16,Cloudy,130723,Standard Pickup,1
Iowa,Urban,8,Cloudy,190212,Standard Pickup,1
Florida,Urban,3,Cloudy,121780,Standard Pickup,1
Arizona,Urban,5,Cloudy,40127,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Massachusetts,Urban,21,Cloudy,250371,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Wisconsin,Urban,17,Cloudy,550405,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Urban,18,Cloudy,482143,4-Door Sedan/Hardtop,1
Michigan,Urban,9,Rain,260247,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Rural,15,Rain,450306,Motorcycle,1
Arizona,Rural,15,Rain,40826,4-Door Sedan/Hardtop,3
Tennessee,Rural,0,Rain,470974,4-Door Sedan/Hardtop,1
Louisiana,Rural,14,Rain,220424,Large Van – Includes Van-Based Buses,1
Washington,Rural,7,Rain,530062,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",1
Texas,Rural,15,Rain,482895,Motorcycle,1
Florida,Rural,18,Rain,121853,4-Door Sedan/Hardtop,1
Wisconsin,Urban,4,Rain,550155,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Georgia,Urban,20,Rain,130321,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),3
Michigan,Urban,1,Rain,260166,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
Alabama,Rural,10,Rain,10072,4-Door Sedan/Hardtop,1
Washington,Rural,20,Rain,530372,Motorcycle,1
Washington,Rural,20,Rain,530372,Minivan,1
South Carolina,Rural,12,Rain,450608,4-Door Sedan/Hardtop,1
Washington,Rural,8,Rain,530229,4-Door Sedan/Hardtop,1
Texas,Rural,8,Rain,483360,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Rural,17,Rain,40494,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Pennsylvania,Rural,0,Rain,420518,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kansas,Urban,4,Rain,200365,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Georgia,Urban,9,Rain,130820,Utility Station Wagon,2
Texas,Urban,5,Rain,480275,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
Colorado,Urban,15,Rain,80334,Motorcycle,1
California,Rural,11,Cloudy,61827,4-Door Sedan/Hardtop,1
Tennessee,Urban,6,Cloudy,470024,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kentucky,Urban,2,Cloudy,210416,4-Door Sedan/Hardtop,1
Texas,Urban,15,Cloudy,480010,Motorcycle,1
Idaho,Urban,19,Cloudy,160030,Motorcycle,1
Florida,Urban,19,Cloudy,120668,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Ohio,Urban,10,Cloudy,390405,Motorcycle,1
Ohio,Urban,10,Cloudy,390405,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
California,Urban,0,Cloudy,61363,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Massachusetts,Rural,6,Cloudy,250169,Large Van – Includes Van-Based Buses,2
Indiana,Rural,12,Cloudy,180755,Minivan,1
Wisconsin,Rural,11,Cloudy,550497,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
Utah,Rural,5,Cloudy,490099,Standard Pickup,1
Idaho,Rural,7,Cloudy,160221,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Montana,Rural,13,Cloudy,300138,Unknown Van Type,1
Tennessee,Rural,12,Cloudy,470523,4-Door Sedan/Hardtop,1
Arizona,Rural,5,Cloudy,40287,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Montana,Rural,4,Cloudy,300128,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
California,Rural,6,Cloudy,62438,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Rural,8,Cloudy,450352,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,6,Cloudy,61017,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Rural,9,Cloudy,482095,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
Utah,Rural,3,Cloudy,490241,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
Oregon,Rural,5,Cloudy,410088,2-Door Sedan/Hardtop/Coupe,2
Michigan,Rural,1,Cloudy,260721,4-Door Sedan/Hardtop,1
Utah,Rural,4,Cloudy,490252,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,14,Cloudy,122588,Station Wagon (Excluding Van and Truck-Based),1
North Carolina,Urban,18,Cloudy,370203,4-Door Sedan/Hardtop,1
Oregon,Urban,23,Cloudy,410405,Standard Pickup,1
Oregon,Urban,23,Cloudy,410405,4-Door Sedan/Hardtop,1
Arizona,Rural,13,Cloudy,40027,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
California,Urban,9,Cloudy,60131,Motorcycle,1
California,Urban,9,Cloudy,60131,Standard Pickup,1
Kentucky,Urban,3,Cloudy,210277,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Florida,Urban,22,Cloudy,120973,4-Door Sedan/Hardtop,3
Missouri,Urban,17,Cloudy,290234,4-Door Sedan/Hardtop,1
California,Urban,8,Cloudy,60012,3-Door/2-Door Hatchback,1
Texas,Urban,3,Cloudy,482123,Standard Pickup,1
Montana,Rural,7,Cloudy,300146,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Montana,Rural,7,Cloudy,300146,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Nevada,Urban,20,Cloudy,320067,4-Door Sedan/Hardtop,1
Texas,Urban,8,Cloudy,481421,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Montana,Urban,8,Cloudy,300105,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
Massachusetts,Urban,23,Cloudy,250206,4-Door Sedan/Hardtop,1
Illinois,Urban,4,Clear,170713,4-Door Sedan/Hardtop,1
Iowa,Rural,20,Clear,190267,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,8,Clear,121605,Motorcycle,1
California,Rural,12,Clear,61869,3-Door/2-Door Hatchback,1
California,Rural,12,Clear,61869,4-Door Sedan/Hardtop,1
Washington,Rural,8,Clear,530307,Minivan,1
New York,Rural,9,Clear,360736,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Wyoming,Rural,11,Clear,560003,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
New Mexico,Rural,12,Clear,350141,Standard Pickup,1
